"age" "workclass" "education_num" "marital_status" "occupation" "race" "sex" "hours_per_week" "income"
32 " Private" 9 " Single" " Blue-Collar" " White" " Male" 50 50.45
33 " Self-Employed" 9 " Married" " Blue-Collar" " White" " Male" 40 52.18
37 " Private" 10 " Divorced" " White-Collar" " White" " Female" 60 44.02
60 " Private" 6 " Divorced" " Blue-Collar" " White" " Male" 48 49.95
35 " Government" 10 " Divorced" " White-Collar" " White" " Female" 15 48.98
43 " Government" 13 " Divorced" " White-Collar" " White" " Female" 40 48.93
46 " Private" 10 " Married" " Service" " White" " Male" 40 52.31
29 " Self-Employed" 9 " Married" " Blue-Collar" " White" " Male" 40 51.16
36 " Private" 13 " Married" " Sales" " White" " Male" 42 54.06
27 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 52.84
50 " Private" 10 " Married" " White-Collar" " White" " Male" 84 59.78
22 " Private" 10 " Married" " White-Collar" " Amer-Indian-Eskimo" " Female" 44 44.04
33 " Government" 14 " Single" " Professional" " White" " Male" 60 54.68
61 " Private" 6 " Divorced" " Sales" " White" " Female" 40 37.9
28 " Other/Unknown" 11 " Married" " Other/Unknown" " White" " Female" 40 39.57
41 " Self-Employed" 11 " Married" " Blue-Collar" " White" " Male" 70 54.62
22 " Private" 10 " Single" " Blue-Collar" " White" " Male" 40 49.23
27 " Private" 13 " Single" " Professional" " White" " Female" 40 38.9
25 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 54.48
32 " Private" 9 " Single" " Blue-Collar" " Black" " Female" 20 37.16
28 " Private" 14 " Single" " Professional" " White" " Male" 50 50.44
25 " Private" 13 " Single" " Blue-Collar" " White" " Male" 35 55.13
28 " Private" 10 " Married" " Blue-Collar" " White" " Male" 40 54.42
37 " Government" 13 " Married" " Professional" " White" " Female" 30 47.96
58 " Private" 9 " Widowed" " White-Collar" " White" " Female" 37 41.94
39 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 54.49
33 " Private" 10 " Divorced" " Service" " White" " Female" 40 40.32
59 " Private" 6 " Married" " Blue-Collar" " White" " Male" 40 56.4
58 " Private" 13 " Divorced" " Blue-Collar" " White" " Female" 20 43.69
38 " Private" 11 " Married" " Professional" " Asian-Pac-Islander" " Male" 36 43.66
34 " Private" 10 " Married" " Blue-Collar" " White" " Male" 40 52.97
31 " Private" 10 " Divorced" " Blue-Collar" " Black" " Male" 40 44.2
48 " Government" 9 " Married" " Blue-Collar" " White" " Male" 40 60.05
65 " Other/Unknown" 9 " Married" " Other/Unknown" " White" " Male" 40 49.18
45 " Private" 9 " Divorced" " Blue-Collar" " White" " Male" 50 54.53
80 " Other/Unknown" 15 " Married" " Other/Unknown" " White" " Male" 10 51.81
23 " Private" 9 " Single" " Service" " White" " Female" 40 35.77
33 " Private" 14 " Married" " Professional" " White" " Male" 37 53.71
38 " Self-Employed" 10 " Divorced" " Blue-Collar" " White" " Male" 40 48.18
44 " Self-Employed" 14 " Married" " Blue-Collar" " White" " Male" 40 51.33
48 " Government" 14 " Divorced" " White-Collar" " Black" " Female" 40 47.71
40 " Government" 9 " Married" " Blue-Collar" " White" " Male" 40 58.49
19 " Government" 9 " Single" " Blue-Collar" " Black" " Female" 40 43.07
45 " Private" 13 " Divorced" " White-Collar" " White" " Female" 40 45.88
34 " Private" 10 " Single" " Professional" " White" " Female" 40 35.5
70 " Private" 10 " Divorced" " Service" " White" " Male" 80 48.87
32 " Government" 14 " Single" " Professional" " White" " Male" 60 57.84
33 " Private" 11 " Divorced" " Service" " White" " Female" 40 38.88
24 " Private" 13 " Single" " White-Collar" " White" " Female" 40 44.47
30 " Government" 13 " Single" " Professional" " White" " Female" 15 44.98
22 " Private" 10 " Single" " Sales" " Black" " Male" 25 39.37
52 " Self-Employed" 15 " Married" " Professional" " Other" " Male" 65 44.62
67 " Self-Employed" 6 " Married" " Blue-Collar" " White" " Male" 80 54.9
40 " Private" 9 " Married" " White-Collar" " White" " Male" 45 61.43
55 " Private" 11 " Married" " Professional" " White" " Female" 20 45.46
29 " Private" 9 " Divorced" " White-Collar" " White" " Female" 40 47.72
62 " Private" 9 " Married" " Sales" " White" " Male" 16 52.19
22 " Private" 9 " Divorced" " Blue-Collar" " White" " Female" 40 39.33
64 " Government" 5 " Married" " Blue-Collar" " White" " Male" 40 60.82
29 " Self-Employed" 13 " Single" " White-Collar" " White" " Male" 50 50.79
28 " Private" 10 " Married" " White-Collar" " White" " Male" 40 58.1
25 " Private" 9 " Single" " White-Collar" " White" " Male" 40 56.23
47 " Government" 16 " Married" " Professional" " White" " Male" 50 61.47
26 " Private" 13 " Married" " Blue-Collar" " White" " Male" 40 53.01
18 " Private" 8 " Single" " Service" " White" " Male" 27 49.85
52 " Self-Employed" 6 " Married" " Sales" " White" " Male" 45 50.24
48 " Government" 13 " Married" " Professional" " White" " Female" 50 48.76
36 " Private" 9 " Married" " Blue-Collar" " Black" " Male" 40 45.73
23 " Private" 11 " Divorced" " White-Collar" " White" " Female" 30 43.92
41 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 52.63
56 " Government" 9 " Married" " Blue-Collar" " White" " Male" 38 55.13
53 " Private" 9 " Divorced" " Professional" " White" " Male" 40 49.02
26 " Private" 10 " Divorced" " White-Collar" " White" " Female" 40 44.01
22 " Private" 10 " Single" " Service" " White" " Male" 40 45.51
25 " Private" 14 " Single" " Professional" " White" " Female" 31 35.55
31 " Private" 10 " Married" " Service" " Other" " Male" 40 42.41
36 " Private" 12 " Married" " Blue-Collar" " White" " Male" 40 54.44
46 " Private" 10 " Married" " Blue-Collar" " White" " Male" 40 55.77
46 " Government" 12 " Divorced" " White-Collar" " White" " Male" 38 54.42
32 " Private" 10 " Married" " Service" " White" " Female" 36 43.73
43 " Self-Employed" 9 " Single" " Blue-Collar" " White" " Male" 60 47.05
30 " Private" 13 " Married" " White-Collar" " White" " Male" 50 60.84
41 " Self-Employed" 13 " Married" " Sales" " White" " Male" 45 50.74
50 " Private" 14 " Married" " White-Collar" " White" " Male" 60 60.06
37 " Government" 14 " Married" " White-Collar" " White" " Male" 38 63.18
22 " Government" 9 " Single" " Blue-Collar" " White" " Male" 50 54.74
51 " Government" 9 " Married" " Blue-Collar" " White" " Male" 80 62.02
47 " Private" 10 " Married" " White-Collar" " Black" " Female" 40 51.54
40 " Private" 9 " Married" " White-Collar" " White" " Male" 40 57.81
46 " Private" 10 " Married" " Blue-Collar" " White" " Male" 40 55.42
23 " Other/Unknown" 10 " Separated" " Other/Unknown" " White" " Female" 20 33.97
30 " Private" 10 " Single" " Service" " White" " Female" 40 35.81
27 " Self-Employed" 9 " Married" " Sales" " White" " Male" 65 49.9
31 " Government" 10 " Single" " White-Collar" " White" " Female" 35 44.26
31 " Private" 2 " Married" " Blue-Collar" " White" " Male" 40 50.56
30 " Private" 9 " Divorced" " Blue-Collar" " White" " Male" 40 54.72
50 " Government" 13 " Separated" " Professional" " White" " Male" 40 51.66
27 " Private" 13 " Single" " Professional" " White" " Female" 50 44.6
22 " Other/Unknown" 10 " Single" " Other/Unknown" " White" " Female" 16 35.64
29 " Private" 9 " Married" " Blue-Collar" " White" " Male" 50 58.69
28 " Private" 9 " Divorced" " Blue-Collar" " White" " Male" 60 53.34
54 " Private" 13 " Divorced" " White-Collar" " Black" " Female" 45 45.62
47 " Government" 11 " Married" " Service" " White" " Male" 48 60.64
34 " Private" 9 " Married" " Blue-Collar" " White" " Female" 40 45.05
26 " Private" 10 " Single" " Blue-Collar" " White" " Male" 40 50.24
53 " Other/Unknown" 4 " Married" " Other/Unknown" " White" " Male" 35 46.72
23 " Government" 10 " Single" " Service" " White" " Male" 60 51.5
42 " Government" 14 " Divorced" " Professional" " White" " Male" 40 56.7
36 " Self-Employed" 9 " Married" " White-Collar" " White" " Male" 50 55.16
52 " Government" 13 " Married" " Service" " White" " Male" 45 58.07
22 " Other/Unknown" 10 " Single" " Other/Unknown" " White" " Female" 40 31.31
27 " Government" 14 " Single" " Professional" " White" " Female" 40 42.12
42 " Private" 9 " Widowed" " Service" " White" " Female" 40 34.22
39 " Private" 9 " Divorced" " Service" " Black" " Female" 40 36.72
49 " Government" 9 " Married" " Professional" " White" " Male" 40 61.16
36 " Private" 9 " Married" " Sales" " White" " Male" 40 55.11
20 " Private" 1 " Single" " Service" " White" " Male" 32 43.42
55 " Self-Employed" 9 " Married" " White-Collar" " White" " Male" 60 57.74
47 " Private" 5 " Married" " Blue-Collar" " White" " Male" 40 53.89
33 " Private" 14 " Married" " Professional" " White" " Male" 33 53.96
36 " Private" 10 " Married" " Sales" " White" " Male" 40 54.49
39 " Private" 16 " Divorced" " Professional" " White" " Female" 80 43.27
55 " Private" 13 " Married" " White-Collar" " White" " Male" 48 61.54
21 " Other/Unknown" 12 " Single" " Other/Unknown" " White" " Male" 15 45.39
48 " Private" 12 " Married" " Blue-Collar" " White" " Male" 45 54.54
30 " Private" 11 " Single" " Blue-Collar" " White" " Male" 45 52.47
24 " Private" 9 " Married" " Blue-Collar" " White" " Male" 50 54.94
57 " Self-Employed" 9 " Widowed" " Blue-Collar" " White" " Female" 38 38.11
20 " Private" 10 " Single" " Blue-Collar" " White" " Male" 60 51.09
18 " Other/Unknown" 10 " Single" " Other/Unknown" " White" " Female" 20 34.26
56 " Private" 9 " Divorced" " Professional" " White" " Female" 40 41.93
36 " Private" 9 " Married" " White-Collar" " White" " Female" 40 47.21
44 " Private" 6 " Married" " Blue-Collar" " White" " Male" 40 54.8
57 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 53.15
57 " Private" 9 " Married" " Blue-Collar" " Black" " Male" 52 47.68
33 " Private" 9 " Married" " Service" " White" " Male" 40 51.77
61 " Other/Unknown" 4 " Married" " Other/Unknown" " White" " Male" 40 47.55
39 " Private" 13 " Married" " Blue-Collar" " White" " Male" 99 57.36
28 " Private" 9 " Single" " Blue-Collar" " White" " Male" 40 50.85
31 " Private" 10 " Single" " Service" " White" " Male" 16 47.51
60 " Private" 12 " Divorced" " Service" " White" " Female" 40 41.67
36 " Government" 11 " Single" " Service" " White" " Male" 40 55.57
58 " Private" 9 " Widowed" " Sales" " White" " Female" 35 38.64
50 " Private" 10 " Single" " Blue-Collar" " White" " Male" 38 51.21
23 " Government" 13 " Single" " White-Collar" " White" " Female" 12 51.3
30 " Private" 9 " Single" " Service" " White" " Male" 40 47.07
20 " Other/Unknown" 7 " Single" " Other/Unknown" " White" " Male" 40 42.86
90 " Private" 15 " Married" " Professional" " White" " Male" 72 58.53
49 " Government" 13 " Single" " Professional" " White" " Female" 50 44.72
47 " Government" 13 " Married" " Professional" " White" " Male" 40 59.6
34 " Private" 16 " Single" " Professional" " White" " Male" 40 52.73
37 " Government" 9 " Divorced" " Service" " White" " Female" 40 48.69
25 " Private" 6 " Married" " Service" " Black" " Female" 50 43.57
37 " Private" 12 " Single" " White-Collar" " White" " Female" 40 45.92
47 " Private" 9 " Married" " White-Collar" " White" " Male" 40 58.01
34 " Private" 9 " Married" " White-Collar" " White" " Male" 60 56.81
34 " Private" 10 " Single" " Service" " White" " Male" 40 48.42
35 " Private" 9 " Married" " White-Collar" " White" " Male" 50 55.28
39 " Private" 10 " Separated" " Blue-Collar" " White" " Male" 40 53.1
32 " Government" 4 " Married" " Blue-Collar" " White" " Male" 19 58.03
24 " Private" 9 " Married" " Service" " White" " Female" 30 43.98
28 " Private" 15 " Single" " Professional" " White" " Male" 60 49.29
41 " Self-Employed" 4 " Married" " Blue-Collar" " White" " Male" 40 50.15
69 " Other/Unknown" 9 " Widowed" " Other/Unknown" " White" " Female" 9 33.68
32 " Private" 9 " Married" " Service" " White" " Male" 90 53.03
58 " Private" 9 " Divorced" " Sales" " White" " Female" 40 40.15
47 " Self-Employed" 9 " Married" " Sales" " White" " Male" 75 52.11
41 " Private" 13 " Married" " White-Collar" " White" " Male" 50 59.36
35 " Self-Employed" 9 " Married" " White-Collar" " White" " Male" 50 53.1
24 " Private" 10 " Single" " Service" " White" " Male" 20 47.24
46 " Self-Employed" 9 " Married" " Sales" " Black" " Male" 60 40.05
69 " Self-Employed" 13 " Married" " White-Collar" " White" " Male" 45 57.26
22 " Private" 13 " Single" " White-Collar" " White" " Female" 40 45.03
36 " Government" 14 " Single" " Professional" " White" " Female" 40 42.12
31 " Private" 13 " Married" " Sales" " White" " Male" 40 54.69
23 " Government" 13 " Single" " Professional" " Amer-Indian-Eskimo" " Male" 30 45.49
35 " Private" 10 " Single" " Professional" " Black" " Female" 40 40.65
37 " Government" 13 " Married" " Service" " White" " Male" 40 59.1
35 " Government" 13 " Single" " Professional" " White" " Female" 40 42.39
18 " Private" 7 " Single" " Blue-Collar" " White" " Male" 16 47.4
43 " Private" 5 " Divorced" " Blue-Collar" " White" " Female" 40 43.69
53 " Government" 9 " Married" " Service" " White" " Male" 40 58.04
54 " Government" 10 " Married" " Service" " White" " Male" 52 56.67
29 " Private" 9 " Married" " White-Collar" " White" " Female" 40 48.06
46 " Private" 12 " Single" " White-Collar" " White" " Female" 47 48.13
24 " Private" 10 " Single" " Blue-Collar" " Asian-Pac-Islander" " Male" 30 41.6
30 " Private" 10 " Separated" " Service" " Asian-Pac-Islander" " Female" 40 35.89
23 " Private" 10 " Single" " Service" " White" " Female" 6 35.81
27 " Other/Unknown" 13 " Married" " Other/Unknown" " Other" " Female" 6 28.72
36 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 55.48
38 " Self-Employed" 13 " Married" " Blue-Collar" " White" " Male" 35 54.24
33 " Private" 14 " Married" " Service" " White" " Male" 15 53.12
66 " Private" 10 " Married" " Service" " White" " Male" 40 53.99
45 " Self-Employed" 9 " Married" " White-Collar" " White" " Male" 40 54.04
68 " Other/Unknown" 9 " Widowed" " Other/Unknown" " White" " Female" 12 36.63
37 " Private" 9 " Married" " Sales" " White" " Male" 60 51.04
17 " Private" 6 " Single" " Service" " White" " Female" 10 35.23
31 " Private" 9 " Married" " White-Collar" " Amer-Indian-Eskimo" " Male" 40 46.84
46 " Private" 13 " Single" " White-Collar" " White" " Male" 55 57.7
40 " Private" 13 " Married" " Professional" " White" " Male" 40 50.31
34 " Private" 10 " Married" " Blue-Collar" " White" " Male" 40 59.87
56 " Private" 6 " Divorced" " Blue-Collar" " White" " Male" 45 50.49
42 " Private" 10 " Separated" " White-Collar" " Black" " Female" 41 45.75
46 " Private" 14 " Married" " White-Collar" " White" " Male" 55 58.84
30 " Private" 9 " Separated" " Blue-Collar" " White" " Male" 50 50.62
33 " Self-Employed" 13 " Married" " Blue-Collar" " White" " Male" 40 52.96
47 " Private" 9 " Married" " Blue-Collar" " White" " Female" 40 40.52
57 " Self-Employed" 12 " Married" " Blue-Collar" " Amer-Indian-Eskimo" " Male" 40 49.38
34 " Private" 7 " Divorced" " Blue-Collar" " White" " Male" 40 51.91
40 " Private" 9 " Divorced" " Blue-Collar" " White" " Male" 40 53.53
33 " Private" 9 " Married" " Sales" " White" " Male" 40 50.79
22 " Private" 9 " Single" " Blue-Collar" " White" " Male" 40 49.2
29 " Private" 8 " Single" " Service" " Black" " Female" 35 40.11
53 " Government" 9 " Married" " White-Collar" " White" " Female" 35 53.01
36 " Private" 9 " Separated" " White-Collar" " Asian-Pac-Islander" " Female" 40 43.81
45 " Private" 9 " Divorced" " Blue-Collar" " Asian-Pac-Islander" " Male" 40 42.21
36 " Private" 10 " Divorced" " Sales" " White" " Female" 40 36.71
18 " Self-Employed" 9 " Single" " Blue-Collar" " White" " Male" 11 45.44
27 " Private" 9 " Single" " White-Collar" " White" " Female" 40 46.13
30 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 51.75
34 " Private" 13 " Married" " Professional" " White" " Male" 40 57.79
36 " Private" 13 " Married" " Sales" " White" " Male" 40 52.33
36 " Self-Employed" 4 " Single" " Blue-Collar" " White" " Male" 75 44.44
48 " Private" 14 " Married" " White-Collar" " White" " Male" 40 56.71
41 " Self-Employed" 15 " Married" " Professional" " White" " Male" 60 53.38
21 " Private" 3 " Single" " Service" " White" " Female" 40 35.19
47 " Government" 14 " Married" " Professional" " White" " Male" 38 53.71
41 " Private" 2 " Married" " Blue-Collar" " White" " Male" 40 52.31
61 " Self-Employed" 2 " Married" " Blue-Collar" " White" " Male" 20 53.19
64 " Private" 4 " Married" " Blue-Collar" " White" " Male" 40 53.67
35 " Private" 10 " Separated" " White-Collar" " Black" " Male" 40 48.45
44 " Private" 9 " Divorced" " Blue-Collar" " White" " Male" 50 51.24
20 " Private" 10 " Single" " Sales" " White" " Female" 20 38.78
23 " Government" 10 " Divorced" " White-Collar" " White" " Female" 70 48.19
52 " Private" 6 " Married" " Service" " White" " Female" 35 43.29
43 " Private" 14 " Single" " White-Collar" " White" " Female" 25 40.68
32 " Private" 13 " Married" " Blue-Collar" " Asian-Pac-Islander" " Male" 40 47.1
